name,address,phone,email,lat,lng,url,country,state,city,star_count,rating_count,zip,primary_category_name,category_name
Bangalore Police Station 37,"37 Bangalore Main Road, Delhi",+91 71930 64247,contact37@police.delhi.gov.in,24.956187,76.409975,http://www.bangalorepolice.gov.in,India,Delhi,Bangalore,4,135,299900,Police stations,Police departments
Mumbai Police Station 38,"10 Mumbai Main Road, Maharashtra",+91 98308 22073,contact38@police.maharashtra.gov.in,14.930876,85.510827,http://www.mumbaipolice.gov.in,India,Maharashtra,Mumbai,5,482,340786,Police stations,Emergency services
Mumbai Police Station 39,"98 Mumbai Main Road, Maharashtra",+91 88020 83079,contact39@police.maharashtra.gov.in,12.223835,76.443352,http://www.mumbaipolice.gov.in,India,Maharashtra,Mumbai,1,440,464758,Police stations,Police departments
Mumbai Police Station 40,"27 Mumbai Main Road, Tamil Nadu",+91 95563 70062,contact40@police.tamilnadu.gov.in,27.62549,78.473641,http://www.mumbaipolice.gov.in,India,Tamil Nadu,Mumbai,3,245,188230,Police stations,Police stations
New Delhi Police Station 41,"26 New Delhi Main Road, Kerala",+91 94360 69207,contact41@police.kerala.gov.in,23.322469,82.358149,http://www.new delhipolice.gov.in,India,Kerala,New Delhi,2,167,579406,Police stations,Emergency services
Bangalore Police Station 42,"13 Bangalore Main Road, Kerala",+91 90880 32644,contact42@police.kerala.gov.in,8.261322,81.037528,http://www.bangalorepolice.gov.in,India,Kerala,Bangalore,4,392,292258,Police stations,Emergency services
New Delhi Police Station 43,"30 New Delhi Main Road, Kerala",+91 95548 45904,contact43@police.kerala.gov.in,12.697632,82.636655,http://www.new delhipolice.gov.in,India,Kerala,New Delhi,1,26,128019,Police stations,Police departments
Mumbai Police Station 44,"81 Mumbai Main Road, Delhi",+91 87636 18642,contact44@police.delhi.gov.in,25.447235,72.567686,http://www.mumbaipolice.gov.in,India,Delhi,Mumbai,2,241,623854,Police stations,Police stations
Mumbai Police Station 45,"95 Mumbai Main Road, Delhi",+91 85084 28384,contact45@police.delhi.gov.in,18.671412,81.374616,http://www.mumbaipolice.gov.in,India,Delhi,Mumbai,4,430,552739,Police stations,Emergency services
Kochi Police Station 46,"95 Kochi Main Road, Tamil Nadu",+91 78037 11562,contact46@police.tamilnadu.gov.in,22.057555,78.241275,http://www.kochipolice.gov.in,India,Tamil Nadu,Kochi,4,221,456402,Police stations,Police departments
Chennai Police Station 47,"100 Chennai Main Road, Delhi",+91 88996 88903,contact47@police.delhi.gov.in,10.700545,73.792375,http://www.chennaipolice.gov.in,India,Delhi,Chennai,4,451,653211,Police stations,Emergency services
Chennai Police Station 48,"86 Chennai Main Road, Karnataka",+91 91685 51015,contact48@police.karnataka.gov.in,16.201546,75.372857,http://www.chennaipolice.gov.in,India,Karnataka,Chennai,3,244,541057,Police stations,Police departments
Mumbai Police Station 49,"18 Mumbai Main Road, Karnataka",+91 84089 22620,contact49@police.karnataka.gov.in,27.400306,84.746342,http://www.mumbaipolice.gov.in,India,Karnataka,Mumbai,3,141,411219,Police stations,Police stations
Chennai Police Station 50,"27 Chennai Main Road, Maharashtra",+91 97221 21949,contact50@police.maharashtra.gov.in,9.541522,74.022957,http://www.chennaipolice.gov.in,India,Maharashtra,Chennai,2,405,193850,Police stations,Police departments
Mumbai Police Station 51,"17 Mumbai Main Road, Tamil Nadu",+91 92702 84640,contact51@police.tamilnadu.gov.in,19.180562,75.287122,http://www.mumbaipolice.gov.in,India,Tamil Nadu,Mumbai,4,54,288412,Police stations,Emergency services
Chennai Police Station 52,"3 Chennai Main Road, Tamil Nadu",+91 86949 62924,contact52@police.tamilnadu.gov.in,26.216341,85.963454,http://www.chennaipolice.gov.in,India,Tamil Nadu,Chennai,3,396,117484,Police stations,Emergency services
Bangalore Police Station 53,"100 Bangalore Main Road, Maharashtra",+91 91217 18233,contact53@police.maharashtra.gov.in,8.846087,76.638449,http://www.bangalorepolice.gov.in,India,Maharashtra,Bangalore,1,166,190502,Police stations,Police departments
Mumbai Police Station 54,"88 Mumbai Main Road, Kerala",+91 84291 19667,contact54@police.kerala.gov.in,17.667486,83.265944,http://www.mumbaipolice.gov.in,India,Kerala,Mumbai,4,139,308465,Police stations,Police departments
Mumbai Police Station 55,"44 Mumbai Main Road, Maharashtra",+91 88537 57594,contact55@police.maharashtra.gov.in,28.984842,80.730454,http://www.mumbaipolice.gov.in,India,Maharashtra,Mumbai,5,90,332312,Police stations,Police stations
Mumbai Police Station 56,"37 Mumbai Main Road, Maharashtra",+91 80014 77306,contact56@police.maharashtra.gov.in,9.793396,84.242373,http://www.mumbaipolice.gov.in,India,Maharashtra,Mumbai,1,438,152706,Police stations,Emergency services
Bangalore Police Station 57,"18 Bangalore Main Road, Tamil Nadu",+91 81446 91193,contact57@police.tamilnadu.gov.in,27.549624,79.972858,http://www.bangalorepolice.gov.in,India,Tamil Nadu,Bangalore,3,314,200549,Police stations,Police stations
New Delhi Police Station 58,"68 New Delhi Main Road, Karnataka",+91 83876 94095,contact58@police.karnataka.gov.in,25.096854,80.078433,http://www.new delhipolice.gov.in,India,Karnataka,New Delhi,3,327,598855,Police stations,Police stations
Mumbai Police Station 59,"4 Mumbai Main Road, Karnataka",+91 85333 97997,contact59@police.karnataka.gov.in,16.45688,87.933907,http://www.mumbaipolice.gov.in,India,Karnataka,Mumbai,5,445,667932,Police stations,Emergency services
Mumbai Police Station 60,"77 Mumbai Main Road, Tamil Nadu",+91 79641 83444,contact60@police.tamilnadu.gov.in,24.459777,79.13031,http://www.mumbaipolice.gov.in,India,Tamil Nadu,Mumbai,3,96,198015,Police stations,Police departments
Chennai Police Station 61,"65 Chennai Main Road, Karnataka",+91 83054 47145,contact61@police.karnataka.gov.in,29.539882,86.473646,http://www.chennaipolice.gov.in,India,Karnataka,Chennai,5,496,624512,Police stations,Police stations
Mumbai Police Station 62,"70 Mumbai Main Road, Tamil Nadu",+91 76322 77836,contact62@police.tamilnadu.gov.in,11.165362,85.084705,http://www.mumbaipolice.gov.in,India,Tamil Nadu,Mumbai,4,338,122868,Police stations,Police stations
Chennai Police Station 63,"99 Chennai Main Road, Karnataka",+91 81550 57185,contact63@police.karnataka.gov.in,16.163568,76.77395,http://www.chennaipolice.gov.in,India,Karnataka,Chennai,1,268,342976,Police stations,Police stations
Kochi Police Station 64,"38 Kochi Main Road, Karnataka",+91 95390 72814,contact64@police.karnataka.gov.in,11.452577,86.876471,http://www.kochipolice.gov.in,India,Karnataka,Kochi,3,359,690243,Police stations,Emergency services
New Delhi Police Station 65,"94 New Delhi Main Road, Karnataka",+91 91114 27498,contact65@police.karnataka.gov.in,28.233845,85.102092,http://www.new delhipolice.gov.in,India,Karnataka,New Delhi,1,326,290394,Police stations,Police departments
Mumbai Police Station 66,"12 Mumbai Main Road, Kerala",+91 90144 85048,contact66@police.kerala.gov.in,10.539299,82.409714,http://www.mumbaipolice.gov.in,India,Kerala,Mumbai,5,195,372069,Police stations,Emergency services
Kochi Police Station 67,"43 Kochi Main Road, Tamil Nadu",+91 88653 97668,contact67@police.tamilnadu.gov.in,8.762081,76.836283,http://www.kochipolice.gov.in,India,Tamil Nadu,Kochi,4,172,241180,Police stations,Police stations
Kochi Police Station 68,"72 Kochi Main Road, Karnataka",+91 74880 69308,contact68@police.karnataka.gov.in,14.454057,73.173926,http://www.kochipolice.gov.in,India,Karnataka,Kochi,2,186,413965,Police stations,Emergency services
Mumbai Police Station 69,"91 Mumbai Main Road, Kerala",+91 84713 21732,contact69@police.kerala.gov.in,18.069399,77.288751,http://www.mumbaipolice.gov.in,India,Kerala,Mumbai,3,293,230762,Police stations,Police departments
Bangalore Police Station 70,"68 Bangalore Main Road, Karnataka",+91 80149 20280,contact70@police.karnataka.gov.in,11.713529,83.979669,http://www.bangalorepolice.gov.in,India,Karnataka,Bangalore,2,234,536322,Police stations,Police departments
New Delhi Police Station 71,"74 New Delhi Main Road, Tamil Nadu",+91 93188 41396,contact71@police.tamilnadu.gov.in,16.320351,75.718229,http://www.new delhipolice.gov.in,India,Tamil Nadu,New Delhi,5,269,110977,Police stations,Police stations
Mumbai Police Station 72,"45 Mumbai Main Road, Kerala",+91 71531 71950,contact72@police.kerala.gov.in,28.887088,79.556909,http://www.mumbaipolice.gov.in,India,Kerala,Mumbai,3,375,122967,Police stations,Police stations
Bangalore Police Station 73,"97 Bangalore Main Road, Delhi",+91 87944 17052,contact73@police.delhi.gov.in,16.444221,78.730266,http://www.bangalorepolice.gov.in,India,Delhi,Bangalore,5,307,226617,Police stations,Emergency services
New Delhi Police Station 74,"24 New Delhi Main Road, Tamil Nadu",+91 96010 94984,contact74@police.tamilnadu.gov.in,8.888955,82.595041,http://www.new delhipolice.gov.in,India,Tamil Nadu,New Delhi,5,497,511605,Police stations,Police departments
Mumbai Police Station 75,"43 Mumbai Main Road, Tamil Nadu",+91 72325 35925,contact75@police.tamilnadu.gov.in,15.444575,74.673601,http://www.mumbaipolice.gov.in,India,Tamil Nadu,Mumbai,3,66,286706,Police stations,Police departments
Kochi Police Station 76,"27 Kochi Main Road, Tamil Nadu",+91 82378 37508,contact76@police.tamilnadu.gov.in,25.216983,81.082458,http://www.kochipolice.gov.in,India,Tamil Nadu,Kochi,3,329,175497,Police stations,Emergency services
Chennai Police Station 77,"43 Chennai Main Road, Maharashtra",+91 77208 94642,contact77@police.maharashtra.gov.in,26.733463,83.31635,http://www.chennaipolice.gov.in,India,Maharashtra,Chennai,5,27,675648,Police stations,Police departments
New Delhi Police Station 78,"78 New Delhi Main Road, Maharashtra",+91 80836 98103,contact78@police.maharashtra.gov.in,12.832784,86.520836,http://www.new delhipolice.gov.in,India,Maharashtra,New Delhi,5,441,392460,Police stations,Police stations
Bangalore Police Station 79,"74 Bangalore Main Road, Tamil Nadu",+91 88651 24823,contact79@police.tamilnadu.gov.in,17.045629,81.071479,http://www.bangalorepolice.gov.in,India,Tamil Nadu,Bangalore,2,461,134944,Police stations,Police departments
Chennai Police Station 80,"64 Chennai Main Road, Kerala",+91 95679 87529,contact80@police.kerala.gov.in,29.570588,74.469683,http://www.chennaipolice.gov.in,India,Kerala,Chennai,2,69,409818,Police stations,Emergency services
Kochi Police Station 81,"57 Kochi Main Road, Maharashtra",+91 89481 87548,contact81@police.maharashtra.gov.in,28.893326,87.162504,http://www.kochipolice.gov.in,India,Maharashtra,Kochi,1,56,626881,Police stations,Police stations
Bangalore Police Station 82,"69 Bangalore Main Road, Maharashtra",+91 94237 11929,contact82@police.maharashtra.gov.in,14.738424,87.023421,http://www.bangalorepolice.gov.in,India,Maharashtra,Bangalore,2,418,148435,Police stations,Police stations
Kochi Police Station 83,"25 Kochi Main Road, Maharashtra",+91 91083 75428,contact83@police.maharashtra.gov.in,21.859081,76.532488,http://www.kochipolice.gov.in,India,Maharashtra,Kochi,4,352,673986,Police stations,Emergency services
Kochi Police Station 84,"43 Kochi Main Road, Delhi",+91 88925 84867,contact84@police.delhi.gov.in,13.937371,87.42407,http://www.kochipolice.gov.in,India,Delhi,Kochi,4,86,253502,Police stations,Emergency services
Mumbai Police Station 85,"89 Mumbai Main Road, Maharashtra",+91 81971 12046,contact85@police.maharashtra.gov.in,23.417704,74.78853,http://www.mumbaipolice.gov.in,India,Maharashtra,Mumbai,1,250,654240,Police stations,Emergency services
Bangalore Police Station 86,"88 Bangalore Main Road, Kerala",+91 71516 62769,contact86@police.kerala.gov.in,13.642382,79.713316,http://www.bangalorepolice.gov.in,India,Kerala,Bangalore,3,236,112234,Police stations,Police departments
Mumbai Police Station 87,"48 Mumbai Main Road, Delhi",+91 95930 28187,contact87@police.delhi.gov.in,23.082533,82.515293,http://www.mumbaipolice.gov.in,India,Delhi,Mumbai,1,33,532295,Police stations,Emergency services
Kochi Police Station 88,"5 Kochi Main Road, Karnataka",+91 96270 46410,contact88@police.karnataka.gov.in,16.532426,83.930329,http://www.kochipolice.gov.in,India,Karnataka,Kochi,4,416,442002,Police stations,Police departments
New Delhi Police Station 89,"55 New Delhi Main Road, Maharashtra",+91 91818 49482,contact89@police.maharashtra.gov.in,24.822169,82.569569,http://www.new delhipolice.gov.in,India,Maharashtra,New Delhi,2,266,265820,Police stations,Police stations
New Delhi Police Station 90,"70 New Delhi Main Road, Delhi",+91 97704 28589,contact90@police.delhi.gov.in,12.896664,77.444237,http://www.new delhipolice.gov.in,India,Delhi,New Delhi,2,111,543417,Police stations,Police departments
Kochi Police Station 91,"66 Kochi Main Road, Karnataka",+91 82075 77660,contact91@police.karnataka.gov.in,17.069109,73.001546,http://www.kochipolice.gov.in,India,Karnataka,Kochi,1,296,382133,Police stations,Police stations
New Delhi Police Station 92,"45 New Delhi Main Road, Tamil Nadu",+91 87130 43304,contact92@police.tamilnadu.gov.in,20.689937,79.720234,http://www.new delhipolice.gov.in,India,Tamil Nadu,New Delhi,5,135,273918,Police stations,Emergency services
New Delhi Police Station 93,"37 New Delhi Main Road, Maharashtra",+91 99663 63314,contact93@police.maharashtra.gov.in,18.656722,74.62305,http://www.new delhipolice.gov.in,India,Maharashtra,New Delhi,1,458,614089,Police stations,Police departments
Mumbai Police Station 94,"83 Mumbai Main Road, Karnataka",+91 80157 17039,contact94@police.karnataka.gov.in,18.647689,74.333148,http://www.mumbaipolice.gov.in,India,Karnataka,Mumbai,3,237,508559,Police stations,Police departments
Kochi Police Station 95,"16 Kochi Main Road, Tamil Nadu",+91 74848 33100,contact95@police.tamilnadu.gov.in,29.412302,78.966868,http://www.kochipolice.gov.in,India,Tamil Nadu,Kochi,3,351,513528,Police stations,Police stations
Chennai Police Station 96,"38 Chennai Main Road, Maharashtra",+91 83526 35687,contact96@police.maharashtra.gov.in,21.695205,82.432305,http://www.chennaipolice.gov.in,India,Maharashtra,Chennai,2,38,175151,Police stations,Police departments
New Delhi Police Station 97,"25 New Delhi Main Road, Maharashtra",+91 70014 85269,contact97@police.maharashtra.gov.in,23.382691,87.535273,http://www.new delhipolice.gov.in,India,Maharashtra,New Delhi,3,93,434816,Police stations,Police stations
Kochi Police Station 98,"31 Kochi Main Road, Kerala",+91 97054 68868,contact98@police.kerala.gov.in,21.529685,80.746842,http://www.kochipolice.gov.in,India,Kerala,Kochi,5,237,525308,Police stations,Police departments
Kochi Police Station 99,"85 Kochi Main Road, Karnataka",+91 74790 54574,contact99@police.karnataka.gov.in,26.446651,84.726793,http://www.kochipolice.gov.in,India,Karnataka,Kochi,3,184,413101,Police stations,Police departments
Bangalore Police Station 100,"64 Bangalore Main Road, Tamil Nadu",+91 72022 60299,contact100@police.tamilnadu.gov.in,13.911765,87.837013,http://www.bangalorepolice.gov.in,India,Tamil Nadu,Bangalore,3,323,418811,Police stations,Police stations
Bangalore Police Station 101,"41 Bangalore Main Road, Tamil Nadu",+91 87184 75763,contact101@police.tamilnadu.gov.in,18.19007,82.071334,http://www.bangalorepolice.gov.in,India,Tamil Nadu,Bangalore,3,355,642754,Police stations,Police departments
New Delhi Police Station 102,"93 New Delhi Main Road, Karnataka",+91 97552 97642,contact102@police.karnataka.gov.in,19.725592,85.501223,http://www.new delhipolice.gov.in,India,Karnataka,New Delhi,3,249,612198,Police stations,Emergency services
Chennai Police Station 103,"4 Chennai Main Road, Maharashtra",+91 77450 18540,contact103@police.maharashtra.gov.in,11.657176,84.702338,http://www.chennaipolice.gov.in,India,Maharashtra,Chennai,2,125,321113,Police stations,Police departments
Bangalore Police Station 104,"85 Bangalore Main Road, Tamil Nadu",+91 92118 33394,contact104@police.tamilnadu.gov.in,14.511935,80.233954,http://www.bangalorepolice.gov.in,India,Tamil Nadu,Bangalore,3,246,659695,Police stations,Police departments
Bangalore Police Station 105,"54 Bangalore Main Road, Tamil Nadu",+91 92232 53524,contact105@police.tamilnadu.gov.in,9.5305,82.139041,http://www.bangalorepolice.gov.in,India,Tamil Nadu,Bangalore,4,409,359442,Police stations,Police departments
Bangalore Police Station 106,"54 Bangalore Main Road, Karnataka",+91 75446 93310,contact106@police.karnataka.gov.in,17.944837,75.356547,http://www.bangalorepolice.gov.in,India,Karnataka,Bangalore,4,233,161002,Police stations,Police stations
Mumbai Police Station 107,"84 Mumbai Main Road, Maharashtra",+91 94351 23809,contact107@police.maharashtra.gov.in,27.941865,73.970877,http://www.mumbaipolice.gov.in,India,Maharashtra,Mumbai,1,485,580952,Police stations,Police departments
Bangalore Police Station 108,"31 Bangalore Main Road, Delhi",+91 86756 46191,contact108@police.delhi.gov.in,26.628689,81.265709,http://www.bangalorepolice.gov.in,India,Delhi,Bangalore,1,58,226843,Police stations,Police stations
Chennai Police Station 109,"78 Chennai Main Road, Delhi",+91 76823 88719,contact109@police.delhi.gov.in,26.168885,86.308561,http://www.chennaipolice.gov.in,India,Delhi,Chennai,2,105,358941,Police stations,Emergency services
Bangalore Police Station 110,"15 Bangalore Main Road, Kerala",+91 96489 87076,contact110@police.kerala.gov.in,26.826357,80.664231,http://www.bangalorepolice.gov.in,India,Kerala,Bangalore,5,13,497750,Police stations,Police departments
New Delhi Police Station 111,"63 New Delhi Main Road, Maharashtra",+91 71840 47431,contact111@police.maharashtra.gov.in,20.129139,85.865825,http://www.new delhipolice.gov.in,India,Maharashtra,New Delhi,3,296,189242,Police stations,Emergency services
Mumbai Police Station 112,"72 Mumbai Main Road, Karnataka",+91 73020 80192,contact112@police.karnataka.gov.in,10.817192,78.54301,http://www.mumbaipolice.gov.in,India,Karnataka,Mumbai,3,490,162688,Police stations,Police departments
Mumbai Police Station 113,"36 Mumbai Main Road, Delhi",+91 95346 88764,contact113@police.delhi.gov.in,13.752677,81.842083,http://www.mumbaipolice.gov.in,India,Delhi,Mumbai,5,192,195615,Police stations,Police stations
Mumbai Police Station 114,"93 Mumbai Main Road, Delhi",+91 88315 94543,contact114@police.delhi.gov.in,24.180223,83.124774,http://www.mumbaipolice.gov.in,India,Delhi,Mumbai,5,394,689142,Police stations,Police departments
Bangalore Police Station 115,"100 Bangalore Main Road, Tamil Nadu",+91 86147 73949,contact115@police.tamilnadu.gov.in,8.299375,80.175324,http://www.bangalorepolice.gov.in,India,Tamil Nadu,Bangalore,5,316,580070,Police stations,Emergency services
Kochi Police Station 116,"48 Kochi Main Road, Karnataka",+91 90385 54951,contact116@police.karnataka.gov.in,20.675062,80.207056,http://www.kochipolice.gov.in,India,Karnataka,Kochi,4,406,685003,Police stations,Police departments
Mumbai Police Station 117,"3 Mumbai Main Road, Karnataka",+91 81624 77301,contact117@police.karnataka.gov.in,16.678748,80.857158,http://www.mumbaipolice.gov.in,India,Karnataka,Mumbai,3,170,552008,Police stations,Emergency services
Bangalore Police Station 118,"25 Bangalore Main Road, Karnataka",+91 81677 71372,contact118@police.karnataka.gov.in,17.765714,83.343928,http://www.bangalorepolice.gov.in,India,Karnataka,Bangalore,1,282,604461,Police stations,Police departments
Kochi Police Station 119,"10 Kochi Main Road, Kerala",+91 80609 84371,contact119@police.kerala.gov.in,9.576788,82.26593,http://www.kochipolice.gov.in,India,Kerala,Kochi,5,336,187231,Police stations,Police departments
New Delhi Police Station 120,"89 New Delhi Main Road, Tamil Nadu",+91 77299 59437,contact120@police.tamilnadu.gov.in,17.292282,80.084726,http://www.new delhipolice.gov.in,India,Tamil Nadu,New Delhi,2,336,661982,Police stations,Emergency services
